model,epoch,train_accuracy,test_accuracy,f1_score,train_loss,test_loss,train_time_per_step,eval_time_per_step
fc-with-batch-normalization-st5-xxl-nlpaug,1,0.2531492756665967,0.3153474700818812,0.3080201998505471,0.004022173500601644,0.00417107207270047,0.32084205903505025,0.2859997034072876
fc-with-batch-normalization-st5-xxl-nlpaug,2,0.28532437539365946,0.2897333613268948,0.2641122913888219,0.003898523909039991,0.004141842645680782,0.31210529176812424,0.2679000377655029
fc-with-batch-normalization-st5-xxl-nlpaug,3,0.3010707537266429,0.3153474700818812,0.296063632658518,0.0038564402078996554,0.004119757566786403,0.3018684387207031,0.26640028953552247
fc-with-batch-normalization-st5-xxl-nlpaug,4,0.30500734830988874,0.31576737350409406,0.29850400431925567,0.0038306947743569804,0.0041272681524792115,0.29965789067117793,0.260999870300293
fc-with-batch-normalization-st5-xxl-nlpaug,5,0.3206487507873189,0.32647491077052276,0.30809568488047867,0.003809807000479577,0.004112785487722604,0.29665789478703547,0.258499813079834
fc-with-batch-normalization-st5-xxl-nlpaug,6,0.32920428301490656,0.3205962628595423,0.29537448910227876,0.003784720152585216,0.004096499766818921,0.29584211424777385,0.2566999912261963
fc-with-batch-normalization-st5-xxl-nlpaug,7,0.34348099937014487,0.3376023514591644,0.32052952372729077,0.003765815487684834,0.004103559769929369,0.3006315733257093,0.265200138092041
fc-with-batch-normalization-st5-xxl-nlpaug,8,0.3459479319756456,0.3233256351039261,0.306395463002913,0.0037493604009901805,0.004099135335793696,0.30407893657684326,0.2672001123428345
fc-with-batch-normalization-st5-xxl-nlpaug,9,0.3519840436699559,0.33802225488137727,0.32896627198129363,0.0037330037314126452,0.0041048387857437535,0.3014999879033942,0.25219991207122805
fc-with-batch-normalization-st5-xxl-nlpaug,10,0.3640037791307999,0.34327104765903843,0.3212679511662575,0.0037095762903440557,0.0040987858170600045,0.2951052879032336,0.2542999267578125
fc-with-batch-normalization-st5-xxl-nlpaug,11,0.3781230317027084,0.3518790678144027,0.33352631198490423,0.003661131686131143,0.004094249682093077,0.29813161649202047,0.2681997537612915
fc-with-batch-normalization-st5-xxl-nlpaug,12,0.39518160823010706,0.3564980054587445,0.3372143182269656,0.0036279424483751563,0.0040897110192785234,0.30739474923987137,0.2609999418258667
fc-with-batch-normalization-st5-xxl-nlpaug,13,0.4063090489187487,0.35628805374763806,0.34132335154813975,0.003605127059284589,0.004102508060175807,0.3048683593147679,0.2776998996734619
fc-with-batch-normalization-st5-xxl-nlpaug,14,0.41349989502414447,0.3659458324585345,0.34936498828371104,0.0035850948054025134,0.004092279187325993,0.3300263317007768,0.33670027256011964
fc-with-batch-normalization-st5-xxl-nlpaug,15,0.4261494856183078,0.36426621876968296,0.35007212243892727,0.0035744875563109542,0.004096688379291323,0.38397357965770523,0.37720000743865967
fc-with-batch-normalization-st5-xxl-nlpaug,16,0.4350199454125551,0.3693050598362377,0.3558822762094639,0.0035572223445084223,0.004101608296589968,0.41736841201782227,0.37639997005462644
fc-with-batch-normalization-st5-xxl-nlpaug,17,0.4532332563510393,0.3657358807474281,0.3521421872017533,0.003522368544118634,0.004095952725575647,0.3964473322818154,0.322899603843689
fc-with-batch-normalization-st5-xxl-nlpaug,18,0.4647806004618938,0.3732941423472601,0.35923891546596554,0.0034935132010053644,0.004102858429868106,0.3907104730606079,0.3528001070022583
fc-with-batch-normalization-st5-xxl-nlpaug,19,0.4801070753726643,0.37623346630275034,0.3650121533598718,0.0034769842623663177,0.004105456731861538,0.40515789860173274,0.35240023136138915
fc-with-batch-normalization-st5-xxl-nlpaug,20,0.4897123661557842,0.37665336972496327,0.3627093002531839,0.0034654824680674357,0.004109127216671486,0.3761051140333477,0.3305001735687256
fc-with-batch-normalization-st5-xxl-nlpaug,21,0.5051963048498845,0.37308419063615367,0.36028457468837655,0.003443626828887446,0.004113163964077127,0.37365787907650594,0.33259997367858884
fc-with-batch-normalization-st5-xxl-nlpaug,22,0.5100251942053328,0.37518370774721815,0.36280051442829,0.0034338502843365456,0.004115828816039257,0.3715711330112658,0.3203000783920288
fc-with-batch-normalization-st5-xxl-nlpaug,23,0.520260340121772,0.3808524039470922,0.36852849059494786,0.0034203554448674965,0.004120525106421644,0.3681820442802028,0.34040231704711915
fc-with-batch-normalization-st5-xxl-nlpaug,24,0.5248267898383372,0.38043250052487926,0.3687174858322943,0.00341711998136009,0.004119770431278284,0.3716590090801841,0.33449933528900144
fc-with-batch-normalization-st5-xxl-nlpaug,25,0.5368990132269578,0.37938274196934707,0.3666511275361167,0.0034048844730305916,0.004121619964782215,0.374602851114775,0.3275000095367432
